"","country_territory_area","date_start","npi_label","stage_label"
"10165","Hungary","06/04/2020","8.3_Other measures__Financial packages","new"
"10166","Hungary","06/04/2020","8.3_Other measures__Financial packages","new"
"10167","Hungary","06/04/2020","8.3_Other measures__Financial packages","new"
"10168","Hungary","06/04/2020","8.3_Other measures__Financial packages","new"
"10169","Hungary","06/04/2020","8.3_Other measures__Financial packages","new"
"10170","Hungary","07/04/2020","8.3_Other measures__Financial packages","new"
"10171","Hungary","07/04/2020","8.3_Other measures__Financial packages","new"
"10172","Hungary","07/04/2020","8.3_Other measures__Financial packages","new"
"10173","Hungary","16/04/2020","8.3_Other measures__Financial packages","new"
"10174","Hungary","25/04/2020","8.3_Other measures__Financial packages","new"
"10175","Hungary","13/05/2020","8.3_Other measures__Financial packages","new"
"10176","Hungary","26/05/2020","8.3_Other measures__Financial packages","new"
"10177","Hungary","29/05/2020","8.3_Other measures__Financial packages","new"
"10178","Hungary","19/06/2020","8.3_Other measures__Financial packages","new"
"10179","Hungary","19/06/2020","8.3_Other measures__Financial packages","new"
"10180","Hungary","19/06/2020","8.3_Other measures__Financial packages","new"
"10181","Hungary","19/06/2020","8.3_Other measures__Financial packages","new"
"10182","Hungary","20/03/2020","8.5_Other measures__Other","modification/extension"
"10183","Hungary","20/03/2020","8.5_Other measures__Other","new"
"10184","Hungary","29/04/2020","8.5_Other measures__Other","new"
"10185","Hungary","03/02/2020","8.2_Other measures__Scaling up","new"
"10186","Hungary","05/03/2020","8.2_Other measures__Scaling up","new"
"10187","Hungary","16/03/2020","8.2_Other measures__Scaling up","new"
"10188","Hungary","17/03/2020","8.2_Other measures__Scaling up","new"
"10189","Hungary","18/03/2020","8.2_Other measures__Scaling up","new"
"10190","Hungary","23/03/2020","8.2_Other measures__Scaling up","new"
"10191","Hungary","24/03/2020","8.2_Other measures__Scaling up","new"
"10192","Hungary","25/03/2020","8.2_Other measures__Scaling up","new"
"10193","Hungary","26/03/2020","8.2_Other measures__Scaling up","new"
"10194","Hungary","30/03/2020","8.2_Other measures__Scaling up","new"
"10195","Hungary","31/03/2020","8.2_Other measures__Scaling up","new"
"10196","Hungary","31/03/2020","8.2_Other measures__Scaling up","new"
"10197","Hungary","01/04/2020","8.2_Other measures__Scaling up","new"
"10198","Hungary","16/04/2020","8.2_Other measures__Scaling up","new"
"10199","Hungary","19/04/2020","8.2_Other measures__Scaling up","new"
"10200","Hungary","19/04/2020","8.2_Other measures__Scaling up","new"
"10201","Hungary","02/05/2020","8.2_Other measures__Scaling up","new"
"10202","Hungary","05/05/2020","8.2_Other measures__Scaling up","phase-out/finish"
"10203","Hungary","11/05/2020","8.2_Other measures__Scaling up","new"
"10204","Hungary","04/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10205","Hungary","26/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10206","Hungary","28/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10207","Hungary","01/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10208","Hungary","05/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10209","Hungary","09/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10210","Hungary","16/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10211","Hungary","17/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10212","Hungary","21/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10213","Hungary","31/03/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10214","Hungary","19/06/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10215","Hungary","18/03/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"10216","Hungary","31/03/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"10217","Hungary","02/04/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"10218","Hungary","06/04/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"10219","Hungary","26/03/2020","8.2_Other measures__Scaling up","new"
"10220","Iceland","10/03/2020","8.3_Other measures__Financial packages","new"
"10221","Iceland","21/03/2020","8.3_Other measures__Financial packages","new"
"10222","Iceland","21/03/2020","8.3_Other measures__Financial packages","new"
"10223","Iceland","21/03/2020","8.3_Other measures__Financial packages","new"
"10224","Iceland","14/04/2020","8.3_Other measures__Financial packages","new"
"10225","Iceland","14/04/2020","8.3_Other measures__Financial packages","new"
"10226","Iceland","16/04/2020","8.3_Other measures__Financial packages","new"
"10227","Iceland","17/04/2020","8.3_Other measures__Financial packages","new"
"10228","Iceland","20/04/2020","8.3_Other measures__Financial packages","new"
"10229","Iceland","20/04/2020","8.3_Other measures__Financial packages","new"
"10230","Iceland","20/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10231","Iceland","21/04/2020","8.3_Other measures__Financial packages","new"
"10232","Iceland","21/04/2020","8.3_Other measures__Financial packages","new"
"10233","Iceland","21/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10234","Iceland","21/04/2020","8.3_Other measures__Financial packages","new"
"10235","Iceland","21/04/2020","8.3_Other measures__Financial packages","new"
"10236","Iceland","21/04/2020","8.3_Other measures__Financial packages","new"
"10237","Iceland","21/04/2020","8.3_Other measures__Financial packages","new"
"10238","Iceland","21/04/2020","8.3_Other measures__Financial packages","new"
"10239","Iceland","21/04/2020","8.3_Other measures__Financial packages","new"
"10240","Iceland","21/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10241","Iceland","22/04/2020","8.3_Other measures__Financial packages","new"
"10242","Iceland","28/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10243","Iceland","28/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10244","Iceland","29/04/2020","8.3_Other measures__Financial packages","new"
"10245","Iceland","30/04/2020","8.3_Other measures__Financial packages","new"
"10246","Iceland","04/05/2020","8.3_Other measures__Financial packages","modification/extension"
"10247","Iceland","08/05/2020","8.3_Other measures__Financial packages","new"
"10248","Iceland","12/05/2020","8.3_Other measures__Financial packages","new"
"10249","Iceland","13/05/2020","8.3_Other measures__Financial packages","new"
"10250","Iceland","19/05/2020","8.3_Other measures__Financial packages","new"
"10251","Iceland","26/05/2020","8.3_Other measures__Financial packages","new"
"10252","Iceland","27/05/2020","8.3_Other measures__Financial packages","new"
"10253","Iceland","29/05/2020","8.3_Other measures__Financial packages","new"
"10254","Iceland","02/06/2020","8.3_Other measures__Financial packages","new"
"10255","Iceland","03/06/2020","8.3_Other measures__Financial packages","new"
"10256","Iceland","16/06/2020","8.3_Other measures__Financial packages","new"
"10257","Iceland","23/06/2020","8.3_Other measures__Financial packages","new"
"10258","Iceland","24/06/2020","8.3_Other measures__Financial packages","new"
"10259","Iceland","01/07/2020","8.3_Other measures__Financial packages","new"
"10260","Iceland","03/07/2020","8.3_Other measures__Financial packages","new"
"10261","Iceland","09/07/2020","8.3_Other measures__Financial packages","new"
"10262","Iceland","09/07/2020","8.3_Other measures__Financial packages","new"
"10263","Iceland","14/04/2020","8.5_Other measures__Other","modification/extension"
"10264","Iceland","15/04/2020","8.5_Other measures__Other","new"
"10265","Iceland","15/04/2020","8.5_Other measures__Other","new"
"10266","Iceland","15/04/2020","8.5_Other measures__Other","new"
"10267","Iceland","04/05/2020","8.5_Other measures__Other","phase-out/finish"
"10268","Iceland","04/05/2020","8.5_Other measures__Other","modification/extension"
"10269","Iceland","04/05/2020","8.5_Other measures__Other","new"
"10270","Iceland","14/05/2020","8.5_Other measures__Other","new"
"10271","Iceland","04/05/2020","8.2_Other measures__Scaling up","phase-out/finish"
"10272","Iceland","28/05/2020","8.2_Other measures__Scaling up","new"
"10273","Iceland","04/06/2020","8.2_Other measures__Scaling up","new"
"10274","Iceland","01/07/2020","8.2_Other measures__Scaling up","new"
"10275","Iceland","23/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10276","Iceland","28/01/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10277","Iceland","01/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10278","Iceland","28/02/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10279","Iceland","06/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10280","Iceland","10/04/2020","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10281","Iceland","","8.4.1_Other measures_Communications and engagement_General public awareness campaigns","new"
"10282","Iceland","20/04/2020","8.4.2_Other measures_Communications and engagement_Other communications","new"
"10283","India","15/03/2020","8.3_Other measures__Financial packages","modification/extension"
"10284","India","15/03/2020","8.3_Other measures__Financial packages","new"
"10285","India","19/03/2020","8.3_Other measures__Financial packages","new"
"10286","India","26/03/2020","8.3_Other measures__Financial packages","new"
"10287","India","26/03/2020","8.3_Other measures__Financial packages","modification/extension"
"10288","India","30/03/2020","8.3_Other measures__Financial packages","modification/extension"
"10289","India","04/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10290","India","22/04/2020","8.3_Other measures__Financial packages","new"
"10291","India","28/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10292","India","28/04/2020","8.3_Other measures__Financial packages","modification/extension"
"10293","India","04/05/2020","8.3_Other measures__Financial packages","modification/extension"
"10294","India","05/05/2020","8.3_Other measures__Financial packages","modification/extension"
"10295","India","08/05/2020","8.3_Other measures__Financial packages","new"
"10296","India","11/05/2020","8.3_Other measures__Financial packages","phase-out/finish"
"10297","India","12/05/2020","8.3_Other measures__Financial packages","new"
"10298","India","13/05/2020","8.3_Other measures__Financial packages","new"
"10299","India","13/05/2020","8.3_Other measures__Financial packages","modification/extension"
"10300","India","15/05/2020","8.3_Other measures__Financial packages","modification/extension"
"10301","India","15/05/2020","8.3_Other measures__Financial packages","modification/extension"
"10302","India","17/05/2020","8.3_Other measures__Financial packages","modification/extension"
"10303","India","22/05/2020","8.3_Other measures__Financial packages","modification/extension"
"10304","India","24/05/2020","8.3_Other measures__Financial packages","modification/extension"
